Churn,CellPlan,Sex,Age,Fee,PhoneBrand,default,student,balance,income,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,grp1,state,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,3,female,43,46.9,S,No,No,994.158712170624,65254.0757961504,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,Y,NH,93.41,101.45,104.03,119.97,110.07,103.43,100.19,123.06,95.06,88.55
1,1,male,36,512.3292,C,No,No,769.181374128886,50070.7815461683,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.50514997831991,90.4819133566401,M,AZ,100.63,85.22,93.73,97.57,97.83,114.48,106.31,104.54,100.88,103.92
1,1,male,27,76.7292,C,No,Yes,684.098519096228,4985.1691133645,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.67209785793572,106.921814091211,W,CO,100.54,109.29,118.83,94.45,91.34,113.54,94.79,102.82,89.36,100.36
0,3,male,20,9.225,S,No,No,442.56330169432,27898.4653945517,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.04139268515823,56.9055391446732,I,KY,102.47,97.12,118.56,94.71,85.29,104.75,98.22,107.25,107.11,124.53
0,3,male,14,46.9,S,Yes,No,1717.07159258608,38408.8909167269,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,F,WY,101.24,114.09,106.96,107.05,121.52,97.51,114.95,111.24,99.62,90.93
0,2,male,60,39,S,No,No,0,36302.528437156,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.68124123737559,107.903923866876,X,OK,94.65,100.54,93.58,90.61,115.92,85.56,95.45,103.4,76.82,98.3
0,2,male,25,41.5792,C,No,No,1092.34586485398,44717.0125770421,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.27875360095283,196.125272594255,B,AR,102.58,116.07,90.62,108.75,99.79,90.16,101.93,80.1,94.31,97.42
0,3,male,14,39.6875,S,No,No,497.33495411576,35146.7987733695,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.51851393987789,91.6992261117042,K,NM,113.88,99.83,87.01,92.56,117.34,88.07,96.73,116.82,88.95,99.87
0,3,male,19,10.1708,S,No,Yes,1149.68065499451,16907.7007441301,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.30102999566398,200.543262324662,L,MO,106.67,94.57,93.45,117.29,103.33,99.4,86.76,92.94,103.45,88.42
0,3,male,18,7.7958,S,Yes,No,1465.21016364328,58699.9831975197,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.47712125471966,32.3664131748549,K,IN,114.97,119.79,81.62,91.85,89.6,119.5,103.66,94.42,115.16,96.98
1,1,female,15,211.3375,S,No,No,565.317604157056,41789.6110016585,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.65321251377534,104.921506533664,R,IA,97.25,86.34,104.98,83.1,104.84,86,83.55,110.68,99.45,99.35
1,1,male,31,57,S,No,Yes,922.137890502439,12224.1851701983,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.61278385671974,100.764272842107,T,MS,105.83,104.25,85.37,114.91,96.68,88.19,101.18,87.25,95.22,88.54
1,3,female,4,13.4167,C,No,Yes,175.59938060484,11510.0578678315,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.44715803134222,85.3839403789827,X,WI,105.03,90.24,88.02,107.04,109.19,97.57,103.34,113.68,115.01,87.11
0,3,male,25,7.225,C,No,No,1024.94681888114,49675.5604190352,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.41497334797082,82.6796372966372,V,MI,92.57,111.93,106.81,90.37,96.43,96.28,88.71,104.04,98.65,111.68
0,1,male,60,26.55,S,No,No,596.885432303659,54091.624759736,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.57978359661681,97.4932940453934,C,TX,91.83,104.41,104.08,88.02,111.79,94.39,103.18,93.01,111.88,109.25
0,2,male,52,13.5,S,No,No,750.410484208866,53084.9074806631,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.79588001734407,121.010826565755,E,WV,118.7,95.71,111.38,99.99,109,89.96,92.86,105.19,94.69,95.03
0,3,male,44,8.05,S,No,Yes,790.870027432839,14183.9700258003,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.89762709129044,133.971500070695,Q,IA,91.73,96.22,105.02,107.01,97.49,108.84,108.69,100.42,95.65,103.94
0,1,male,49,110.8833,C,No,No,112.327872497541,42386.0485550432,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,W,NV,109.51,108.89,99.33,97.53,106.6,101.94,103.57,111.94,98.41,84.74
0,3,male,42,7.65,S,No,Yes,738.394487315734,16093.2845506875,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.65321251377534,104.921506533664,P,NJ,97.34,89.35,104.4,99.94,81.52,84.76,110.34,98.24,114.46,102.42
1,1,female,18,227.525,C,No,No,1157.85556068872,54419.8085690598,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.39794000867204,81.2832532842527,G,IL,89.01,92.23,84.78,101.45,93.68,97.05,95.71,85.63,110,102.71
1,1,male,35,26.2875,S,No,No,1213.24314925522,45149.516318112,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.50514997831991,90.4819133566401,W,UT,84.66,104.08,101.1,105.32,105.24,101.12,108.87,106.41,102.96,96.18
0,3,female,18,14.4542,C,No,No,1339.6262041855,41656.0028929824,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.67209785793572,106.921814091211,E,VT,87.94,107.5,101.89,88.24,91.63,108.11,99.61,87.96,117.33,107.98
0,3,male,25,7.7417,Q,No,No,588.312430203572,56520.9625106958,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.74036268949424,114.475713290347,M,WY,80.5,82.85,107.81,124.84,75.87,85.43,122.13,114.77,90.2,102.19
0,3,male,26,7.8542,S,No,No,721.808132499821,56375.7219879443,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,3.97772360528885,53.3953468905727,A,CO,91.16,101.92,99.53,86.68,96.82,117.08,97.68,88.67,94.68,117
0,2,male,39,26,S,No,No,680.820718973428,43843.4741174494,2. Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.9810327856054,J,NM,109.73,88.38,100.96,86.39,97.1,83.92,90.16,85.56,105.09,87.73
1,2,female,45,13.5,S,No,Yes,815.406570873487,12071.7624998357,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.19312459835446,66.2294082943902,L,OK,94.19,93.58,86.65,97.65,93.96,99.68,114.23,77.61,99.06,103.58
1,1,male,42,26.2875,S,No,No,1042.50711204107,37170.1090492838,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.56820172406699,96.3706528322308,D,DE,117.37,113.12,105.49,99.1,82.99,91.41,97.42,98.98,102.29,113.68
1,1,female,22,151.55,S,No,Yes,663.249868122172,20454.6165493286,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.6072834161861,272.403225755586,Q,VT,98.27,110.02,80.95,102.01,104.33,91.86,104.41,115.75,93.71,115.58
1,1,female,24,49.5042,C,No,Yes,1478.61854506445,18026.4710989649,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.57634135020579,97.1582750436503,H,FL,90.62,98.06,102.04,97.35,110.74,92.76,102.54,120.75,97.55,86.85
1,1,male,48,52,S,No,No,337.756753994278,33655.5724347316,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.30102999566398,200.543262324662,G,CT,97.15,90.67,104.08,98.9,104.39,94.09,99.74,126.48,103.21,94.51
0,3,male,29,9.4833,S,No,Yes,1273.55071961651,23126.6361991141,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.81291335664286,123.089699847943,J,WI,94.11,103.1,114.27,97.86,106.41,93.76,95.67,113.53,120.16,87.3
0,2,male,52,13,S,No,No,114.179725877987,49562.989265344,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864,X,NY,95.56,115.83,109.25,107.56,111.84,92.02,105.26,100.77,102.29,92.11
0,3,male,19,7.65,S,No,No,0,52295.6009297642,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,Z,AL,100.6,109.06,110.24,98.45,101.93,87.35,105.99,97.03,101.01,107.25
1,1,female,38,227.525,C,No,Yes,1516.31768923235,26377.5934939198,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,T,TN,100.82,104.01,82.02,97.47,108.65,98.6,99.03,91.54,111.71,98.45
1,2,female,27,10.5,S,No,Yes,898.114673108613,24164.7511007409,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.04139268515823,154.68529299563,Z,WY,107.58,100.76,116.02,83.49,99.74,79.64,118.46,109.8,114.67,90.15
0,3,male,33,7.775,S,No,No,790.590582117334,48219.5944665748,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.69897000433602,109.833985642199,O,UT,105.4,110.59,95.65,82.4,85.72,108.56,99.75,102.52,95.49,115.43
1,2,female,6,33,S,No,No,0,29072.7214938039,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943,L,MD,107.77,109.17,126.47,96.07,98.48,95.03,106.19,106.52,91.17,111.19
0,3,male,17,7.0542,S,No,No,1273.24483033059,49136.4741958684,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.30102999566398,73.7757432746946,Z,WA,101.32,108.09,93.26,90.63,98.65,89.12,97.56,86.84,111.29,80.89
0,2,male,34,13,S,No,No,1279.2004483305,36063.114108959,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.68124123737559,107.903923866876,D,KY,91.93,92.88,88.21,82.35,122.12,92.7,94.38,103.75,100.75,94.9
0,2,male,50,13,S,No,Yes,732.719380888972,14568.7474096201,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.30102999566398,73.7757432746946,B,WI,104.49,73.1,107.14,82.41,93.39,83.75,101.85,98.05,104.5,117.78
1,1,male,27,53.1,S,Yes,No,1763.57908789461,46227.0745421357,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.9810327856054,A,NH,104.13,94.33,99.88,107.22,106.29,82.35,95.69,102.69,98.39,88.76
0,3,male,20,8.6625,S,No,Yes,1280.41844842492,16310.9055269133,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.30102999566398,27.1405792079024,P,NH,95.96,112.99,112.6,101.06,97.28,105.15,114.79,102.44,108.47,111.93
1,2,female,30,21,S,No,No,1529.93799536515,36912.8973015701,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005,S,TN,96.12,98.1,95.23,103.9,92.83,97.22,118.58,99.69,99.75,92.02
0,2,male,25,26,S,No,Yes,345.467636476389,18251.4945592886,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.62940959910272,102.453557578372,U,GA,110.95,93.62,90.57,83.56,98.05,92.17,81.35,101.05,104.09,99.14
0,3,female,25,7.925,S,No,No,197.989403751685,33723.9857591643,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.60688524128857,272.294783220064,D,NM,113.4,79.65,107.61,93.45,113.13,120.61,88.68,95.31,98.55,101.07
1,1,female,29,211.3375,S,Yes,Yes,1770.96944052649,15975.5371965119,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.54406804435028,94.0727147457005,E,ID,101.14,93.96,97.5,99.11,100.13,103.39,109.9,90.09,105.68,113.05
0,3,male,11,18.7875,C,No,Yes,639.371943541069,17037.0547998481,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.39794000867204,81.2832532842527,Z,AK,96.08,91.92,110.79,93.11,88.76,110.66,95.25,118.81,98.64,90.04
0,2,male,23,13,S,No,No,238.814643857072,23526.7109062151,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.47712125471966,87.9810327856054,K,PA,116.52,93.93,106.43,101.42,108.57,112.55,113.72,101.85,100.55,112.92
0,2,male,23,13,S,No,No,390.555843076737,45338.357214774,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69897000433602,109.833985642199,E,NY,87.56,100.87,97.72,94.63,103.14,97.14,110.38,86.23,105.51,105.31
0,3,male,28.5,16.1,S,No,Yes,830.171511106982,19476.5875790804,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.38738982633873,80.4302079458208,M,AZ,90.88,97.66,101.76,114.2,103.37,96.69,98.07,100.23,104.36,100.93
0,3,female,48,34.375,S,No,Yes,1378.87607564381,21613.578470166,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5,148.413159102577,O,ND,108.5,112.63,103.69,105.26,102.62,106.22,80.54,108.14,87.76,99.37
1,1,male,35,512.3292,C,No,No,242.403449315825,37364.4230927587,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,I,OH,90.75,84.36,88.31,96.4,103.19,119.18,107.66,105.28,97.71,93.74
0,1,male,36,78.85,S,No,No,1236.54749355223,36211.4903618167,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.39794000867204,81.2832532842527,Z,PA,108.94,85.07,94.21,104.26,96.98,109.74,97.57,108.87,112.9,100.4
1,1,female,21,262.375,C,No,No,1063.77493669311,34914.2752545523,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,N,CT,90.59,89.03,102.97,95.89,105.17,113.34,93.17,96.22,81.72,106.15
0,3,male,24,16.1,S,No,No,126.923178973913,33819.1433220656,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.38810120157052,80.487444359511,D,DE,105.39,99.71,118.52,110.71,88.36,102.73,103.66,101.14,108.73,91.19
1,3,male,31,7.925,S,No,No,758.465501261611,38018.1456896637,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851393987789,91.6992261117042,L,FL,98.18,121.74,108.07,110.47,112.75,119.65,106.76,82.76,86.5,107.04
0,1,male,70,71,S,No,No,908.931458644613,68758.8783988945,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69460519893357,109.355626400253,Q,AL,108.92,113.7,104.88,96.39,95.47,86.66,91.62,107.44,98.09,90.45
0,3,male,16,20.25,S,No,No,558.518342410987,46297.4254108936,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.65321251377534,104.921506533664,F,NY,113.29,96.22,109.27,97.54,101.18,100.44,89.95,91.14,94.84,100.71
1,2,female,30,13,S,No,No,1819.24233339211,36969.5525152008,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17609125905568,65.1108537153447,D,ME,98.97,92.21,104.58,126.33,113.6,95.86,83.1,103.27,83.6,100
0,1,male,19,53.1,S,No,Yes,1110.68174400549,19327.5750379268,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.34242268082221,76.8936025176112,U,IN,106.15,112.64,93.48,100.83,89.42,107.85,92.79,82.92,95.77,108.76
0,3,male,31,7.75,Q,No,No,723.243374669993,43459.0118542978,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796,99.6894636984864,Q,FL,82,103.08,112.16,90.06,100.38,99.73,94.13,83.42,106.3,111.95
1,2,female,4,23,S,No,No,972.031864031495,18510.946033198,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.60205999132796,99.6894636984864,H,HI,97.37,95.81,89.13,103.44,105.82,103.94,99.71,94.25,101.51,100.91
1,3,male,6,12.475,S,No,No,696.014430649643,40741.4202403335,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.06069784035361,157.700527725737,E,ID,87.9,99.62,90.25,100.5,105.96,114.17,86.89,108.54,94.92,116.47
0,3,male,33,9.5,S,No,Yes,1178.24890887526,29362.604609009,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.90308998699194,49.5553381215226,G,IL,102.04,111.87,103.13,74.93,96.47,100.33,100.06,97.24,95.27,98.2
0,3,male,23,7.8958,S,No,Yes,329.558510877062,19371.8120916883,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.50514997831991,90.4819133566401,N,FL,99.86,98.94,116.92,103.28,89.76,89.7,111.14,96.04,91.66,99.25
1,2,female,48,65,S,No,Yes,792.529238472827,14546.30176771,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.7160033436348,111.720849360989,R,WA,97.65,102.02,94.28,111.16,106.15,109.36,113.33,88.77,104.08,94.93
1,2,male,0.67,14.5,S,No,No,1246.03775769599,33691.7213091022,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,J,LA,98.12,107.8,110.51,96.03,90.72,90.58,98.68,105.85,85.99,98.39
0,3,male,28,7.7958,S,No,No,591.760776481539,41670.257382541,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.89209460269048,133.232350826567,Y,CA,109.51,94.58,98.19,112.57,99.93,87.77,96.94,103.1,104.54,90.1
0,2,male,18,11.5,S,No,No,244.081138800791,24854.2498236435,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.90308998699194,134.705375118879,D,ME,98.46,79.73,104.86,101.27,102.25,94.31,104.77,101.27,89.31,80.41
0,3,male,34,8.05,S,No,No,1038.54836006039,49944.8651506496,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,B,NV,118.54,99.78,85.64,110.8,101.99,90.41,102.9,94.78,102.02,107.63
1,1,female,33,86.5,S,No,No,679.074586796153,49488.5639815129,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.47712125471966,87.9810327856054,N,SC,80.96,112.22,89.38,99.67,101.78,108.32,95.61,106.9,106.23,105.78
0,3,male,41,7.125,S,No,No,1061.415836002,40585.2216446978,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,P,KY,103.59,98.26,118.93,100.96,102.85,95.66,92.72,88.69,99.23,98.75
1,3,male,20,7.2292,C,No,Yes,1268.24069091931,11914.5782684287,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.8750612633917,130.982177377461,V,TN,121.15,106.64,100.24,94.9,102.39,96.73,111.64,85.32,102.12,106.65
1,1,female,36,120,S,No,Yes,955.533685819795,14736.7208791128,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.49136169383427,89.2428846644714,R,WY,88.64,94.52,100.68,109.09,106.25,106.51,104.09,85.38,76.9,90.44
0,3,male,16,7.775,S,No,No,1115.82062964092,27882.8092643982,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.63346845557959,102.870246933215,Y,HI,92.04,90.83,74.28,96.12,85.92,83.24,97.76,90.55,90.85,104.94
1,1,female,51,77.9583,S,No,Yes,601.163260610188,22029.1935171555,4. Divorced,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.34242268082221,76.8936025176112,N,MI,96.02,104.37,112.2,120.61,105.74,104.07,100.62,116.96,84.2,85.49
0,3,female,30.5,7.75,Q,No,No,1097.60003894511,52286.4318229537,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.00860017176192,149.695042068453,C,ME,100.92,96.15,98.66,95.67,113.36,102.25,69.99,97.41,106.54,102.88
0,3,male,32,8.3625,S,No,No,1042.78307264667,45982.9663185287,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.63346845557959,102.870246933215,Z,WI,97.61,108.42,104.55,93.7,95.39,100.11,91.14,101.33,95.56,91.7
0,3,male,24,9.5,S,No,Yes,1321.44305286527,8624.11068874281,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.50514997831991,90.4819133566401,K,NC,95.38,109.53,103.62,92.19,98.08,111.37,92.44,102.23,89.7,103.96
0,3,male,48,7.8542,S,No,No,1052.39326016205,37637.6593074495,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.24748226067705,69.9291272064087,X,SD,119.26,95.89,103.91,101.12,79.17,115.51,116.39,114.12,105.78,91.63
0,2,female,57,10.5,S,No,No,687.951701062434,27604.0792714302,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.67209785793572,106.921814091211,W,VA,101.22,101.01,95.98,108.71,80.91,108.83,97.39,97.42,102.62,107.79
1,2,female,54,23,S,No,Yes,566.460512626349,24828.2659835652,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.9810327856054,H,AZ,110.92,109.21,118.85,114.2,114.1,113.79,94.68,95.42,96.06,103.73
0,3,male,18,7.75,S,No,No,769.414224037938,35071.1665353159,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69897000433602,109.833985642199,D,MS,70.28,114.6,101.36,106.93,105.28,113.42,109.13,102.71,99.48,87.98
1,3,female,5,12.475,S,No,No,955.1353421032,26372.985815295,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.02118929906994,151.591484239814,G,OH,111.28,96.03,98.31,77.38,106.44,92.43,104.19,71.34,111.4,98.15
1,1,female,43,211.3375,S,No,No,643.409526464766,28660.1401685022,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,A,AZ,113.12,95.17,116.22,107.13,109.01,97.01,100.4,104.08,92.13,97.63
1,3,female,13,7.2292,C,No,No,0,42745.3020131405,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.20411998265593,66.9616443217359,V,PA,95.17,96.84,96.27,115.36,97.58,110.03,124.7,105.13,106.01,97.93
1,1,female,17,57,S,No,No,437.636062596235,45384.0474502375,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.64345267648619,103.90247060316,E,NJ,97.75,112.1,86.54,103.19,114.03,105.68,120.85,102.31,108.75,113.83
0,1,male,29,30,S,No,No,1278.86564161404,34673.1709932026,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864,V,MT,116.68,92.47,79.11,67.92,110.96,96.89,107.41,76.64,104.57,100.68
0,3,male,25,7.05,S,No,No,1639.39057196627,30624.7759284918,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.90308998699194,134.705375118879,E,MN,100.41,93.51,98.98,104.37,94.35,107.22,95.71,98.08,97.03,95.19
0,3,male,25,7.25,S,No,No,891.643737265774,36470.8283401861,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.77815125038364,43.7351116779821,T,AK,110.38,97.46,94.06,93.87,103.1,94.06,101.89,126.52,99.19,102.25
1,3,female,18,7.4958,S,No,Yes,316.459048313239,18813.9402088352,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.75966784468963,116.707154559148,N,WI,105.88,87.04,97.84,99.65,104.94,91.27,94.58,104.82,105.6,120.76
0,3,male,8,29.125,Q,No,No,622.929507387178,48874.5557680461,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,H,WY,98.42,95.75,100.75,90.94,85.88,96.34,78.81,111.97,104.99,94.57
1,3,male,1,20.575,S,No,No,107.277526758955,42287.3028620524,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.9731278535997,144.47808766541,I,NY,97.08,96.01,121.67,94.86,101.09,105.09,98.36,83.89,99.29,103.14
0,1,male,46,79.2,C,No,Yes,990.543215773955,12398.4906038395,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879,S,MI,85.8,100.6,106.45,101.47,104.07,98.73,96.51,100.01,97.12,124
0,2,male,16,26,S,No,No,0,45659.9957026185,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.77815125038364,118.884359339886,P,IN,78.62,106.81,98.03,86.56,91.6,106.81,102.41,97.94,91.32,94.23
0,3,male,25,7.8958,S,No,No,0,33119.9553306198,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.2430380486863,189.244162932803,M,CA,99.77,115.69,112.74,101.63,104.46,102.78,105.17,86.75,85,96.77
0,2,male,39,13,S,No,No,591.21848728877,35287.8245843759,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.07918124604763,160.642475408263,I,KY,102.7,108.11,96.93,94.57,96.35,97.12,111.08,99.23,99.87,79.15
